Sample Name,Sample Type,HELPER,BATCH,Betaine,Choline,Cystamine,Cysteamine,Cytidine,Glycine,Methionine,Phe-d8,Phenylalanine,Serine,Threonine,TMAOd9,TMNO,Valine,Valine-d8,AccoA.M0-0(PO3),AcAccoA.M0-0(PO3),Phe-d8(NEG),Pump A press,Pump B press,Oven Temp,Cooler Temp,Room Temp,Run Order,Sample Number,Tray
QC37,QC,37.0,5.0,301994952.0,2704594.933,1053946.676,14987.8613,56895.9084,96878.22266,1777823.258,20162528.79,66048433.4,217437.972,2908302.881,85005431.7,21103391.07,8545722.748,2244397.628,17999.03724,82590.334,2269567.763,408811.8505,727460.9744,,,,474.0,QC37,5.0
QC38,QC,38.0,5.0,300847430.2,2830135.941,1064350.871,16436.75094,57865.73631,101654.3867,1942719.224,17140159.99,65336453.74,265078.6731,2544683.6,85647112.92,22555187.96,9201198.801,2170574.689,20548.79448,95076.21699,2049740.647,408742.3556,726446.8975,,,,475.0,QC38,5.0
QC39,QC,39.0,5.0,284527851.2,2581348.489,1083785.089,17216.23684,42464.17743,93934.22499,1846389.653,16615742.92,65955362.39,170070.9617,3297681.521,70252119.47,19898311.69,8508859.582,1925526.356,18732.48056,85437.36868,1894841.354,409220.5035,726780.6688,,,,496.0,QC39,5.0
QC40,QC,40.0,5.0,266023965.9,2166579.293,823445.1306,15790.19923,34976.17619,80624.07765,1098592.844,11796642.4,47297252.79,168279.0381,2556418.498,61554214.26,18452385.68,7498426.634,1690631.694,17094.5482,79028.36647,1646867.884,408972.6581,725812.8816,,,,497.0,QC40,5.0
QC41,QC,41.0,6.0,242966351.3,2031029.977,938271.3845,15766.25807,45812.75439,69941.36309,1470704.299,13276789.0,52700420.98,178965.2456,1738171.098,60184628.68,16990054.98,7062059.105,1728942.76,18767.63154,68432.21204,1731861.732,410563.0277,729537.0458,,,,508.0,QC41,6.0
QC42,QC,42.0,6.0,293418954.3,2329239.268,928924.3918,13881.75802,48782.38143,87704.11023,1382549.998,12397922.61,57512144.15,202568.8692,2810964.205,61868182.46,19657355.13,7173377.57,1510356.834,17543.60497,71277.70909,1640074.595,407500.3025,726544.3209,,,,509.0,QC42,6.0
QC43,QC,43.0,6.0,254553422.0,2220362.632,874513.2342,12827.39207,51624.30576,86687.1941,1523366.361,13711395.62,55633672.83,189215.8778,2382025.843,55137132.26,15798825.52,6514229.549,1531290.038,18755.4992,75226.4516,1936937.676,402631.9291,727480.4876,,,,530.0,QC43,6.0
QC44,QC,44.0,6.0,256933090.7,2247117.385,867020.1551,13722.42571,48405.72232,74845.39373,1550921.32,15806893.24,57019317.69,210016.5998,2358337.334,67798034.11,17466163.16,7657604.106,1908698.617,18863.95474,73768.24991,1919865.606,410718.7223,726269.6436,,,,531.0,QC44,6.0
QC45,QC,45.0,6.0,334053789.5,3144262.433,1159944.52,13490.70117,67548.64166,111000.9715,2384611.393,20253577.16,81022534.96,298485.5837,3509452.09,91398282.06,25736200.79,10330129.21,2261892.974,18578.14595,101076.4457,1713003.742,408714.4759,727770.9234,,,,552.0,QC45,6.0
QC46,QC,46.0,6.0,317305909.8,3265830.454,1206660.537,14323.57806,64250.73725,123036.6059,2344833.907,23925375.4,86660594.44,250714.2648,3407715.735,98719859.73,25536549.93,10055129.2,2311029.089,17784.10273,90660.00459,2043225.853,403439.7159,727536.109,,,,553.0,QC46,6.0
QC47,QC,47.0,6.0,276167025.6,2719688.529,1117830.998,11416.68793,71687.42596,109509.5937,2170630.031,21605729.45,74847766.46,220842.0702,3230398.046,88926530.98,22984598.17,9659857.97,2399995.391,18899.6029,80731.12239,1855170.992,405476.7682,731782.406,,,,574.0,QC47,6.0
QC48,QC,48.0,6.0,231090805.7,2483779.188,1466698.969,16170.10823,82754.9575,86484.86562,2402702.833,22143203.13,80176209.87,156397.1196,3125020.563,77703559.02,21856258.51,8839502.627,1915790.861,24353.32813,86894.15755,1946438.229,404213.1502,728328.1658,,,,575.0,QC48,6.0
QC49,QC,49.0,6.0,269700814.3,2716590.802,1224916.151,14021.11605,63315.90146,94220.54743,2111961.952,19988459.02,75596032.73,226456.9415,2582686.352,72839561.98,21078003.3,8774585.669,1796228.695,17698.52329,84431.74588,1725737.948,408893.2945,729680.4398,,,,597.0,QC49,6.0
QC50,QC,50.0,6.0,302102828.5,2976883.894,1177528.118,16819.12452,60847.28142,82281.66483,2197477.301,19129199.59,77971087.97,236313.1942,3422288.146,89113223.52,22664069.15,10523749.69,2178878.98,16845.18642,81164.4629,1738010.16,410637.8232,730822.6488,,,,598.0,QC50,6.0
QC51,QC,51.0,7.0,314825416.2,3145882.526,1171137.416,9942.054309,69110.47038,99579.73954,2282534.596,22081936.68,82467927.62,247832.5037,3127299.211,98431145.31,26416090.12,10108835.63,2284581.193,17521.42104,94418.18051,1951333.408,410846.4017,728748.9312,,,,630.0,QC51,7.0
QC52,QC,52.0,7.0,355913459.0,3778509.428,1145448.028,12774.07206,74958.91142,123706.1185,2444953.06,21279650.82,85251419.93,228958.5966,3382777.583,102202914.4,27425871.36,9873058.231,2303745.048,18017.62806,97805.05065,1937652.636,403616.203,729509.8286,,,,631.0,QC52,7.0
QC53,QC,53.0,7.0,215464295.7,2094193.286,984258.9127,10413.16412,39209.71163,80331.37801,1513120.065,14946893.36,46827460.39,192024.6444,2139004.777,63448811.71,18464597.04,6801364.453,1679630.626,28186.92085,142386.6838,2974082.974,410699.3653,732495.8755,,,,652.0,QC53,7.0
QC54,QC,54.0,7.0,212308478.1,1737305.354,982803.9892,15473.37803,39695.97859,60689.69664,1391632.093,13560078.27,45575762.76,169644.8695,2048342.86,58220074.22,17188367.87,5917784.651,1685636.636,29106.94349,116824.9316,3068230.228,409337.3414,729880.757,,,,653.0,QC54,7.0
QC55,QC,55.0,7.0,306893266.4,3476219.914,975064.1574,17836.85513,58808.20642,97284.49731,2122507.563,22323608.75,73605886.77,275913.4816,2976929.341,97958659.62,25743891.98,8794116.251,2254135.738,28464.40227,137094.0903,2623909.225,408889.7792,730129.1655,,,,674.0,QC55,7.0
QC56,QC,56.0,7.0,308640353.8,3238027.67,1101170.459,16093.72468,65596.58191,104594.8425,2048867.151,16351588.38,65790985.77,259218.3462,2939111.363,82239562.26,27366377.58,8028521.014,1718835.223,29742.89779,168204.4367,2428336.539,410532.3125,730342.3077,,,,675.0,QC56,7.0
QC57,QC,57.0,7.0,386072678.4,4402268.133,1182164.787,14752.42471,99552.23382,118095.2638,2620972.129,26213153.83,93254577.35,339268.8797,3883507.783,120255198.7,34967184.04,11775843.47,2722225.921,27230.44552,199765.322,2759287.965,407166.3586,728929.1461,,,,696.0,QC57,7.0
QC58,QC,58.0,7.0,406548484.8,4803647.365,1171770.394,19555.41878,84556.6933,112937.4502,2693400.127,26129822.97,96024673.92,296685.2886,4219413.624,129167167.6,38515173.02,12241032.04,2719534.834,29115.24252,198070.4591,2433533.076,409347.935,729242.0114,,,,697.0,QC58,7.0
QC59,QC,59.0,8.0,317699425.8,3635356.335,1122953.118,14878.82788,74192.33042,75992.51212,2371243.653,21009761.7,81617756.94,288142.4723,3045083.834,87813667.24,29054314.95,9445936.561,1983381.479,24631.77215,127555.7475,2149848.076,409713.4373,731838.639,,,,730.0,QC59,8.0
QC60,QC,60.0,8.0,334054865.4,3327273.985,1140544.089,15214.06972,73782.30951,97071.82372,2335329.605,19869024.65,74538837.55,226302.8996,2868787.973,89845269.79,26174919.26,9649782.22,2002647.346,23230.80927,132436.4203,2324440.142,410927.3043,732415.8544,,,,731.0,QC60,8.0
QC61,QC,61.0,8.0,341141130.4,3341444.895,1071132.679,17024.0358,81004.38464,84999.02214,2049038.194,18032193.88,70495721.09,221051.3792,2396489.617,87269146.8,24651087.14,8808637.942,1970044.047,24529.55647,159316.7776,2197414.122,407414.638,724886.2795,,,,752.0,QC61,8.0
QC62,QC,62.0,8.0,378071848.2,3790254.87,1121828.256,12408.4791,71841.25356,100022.5381,2422946.539,19816316.61,78673795.54,246275.044,2822046.301,97823585.03,30824697.91,9093139.515,1859468.649,21884.61951,142919.9383,2313821.313,407411.1676,726853.0821,,,,753.0,QC62,8.0
QC63,QC,63.0,8.0,293530131.8,2904944.128,1218617.714,12213.82145,62137.1919,88254.93118,1749185.66,16985739.45,61855000.05,226644.9795,2143435.907,82393567.47,25148922.68,7353335.649,1649112.955,22040.18048,114682.2562,2278348.157,411760.5853,732729.7425,,,,774.0,QC63,8.0
QC65,QC,65.0,9.0,277970710.1,2898034.897,940718.166,11265.37942,100408.5577,79492.32175,1769993.411,15476348.77,59229272.88,165344.1384,1948791.381,72363547.91,18385946.41,6433564.994,1479473.685,21588.05816,94596.29852,2164016.487,410270.0969,732717.546,,,,830.0,QC65,9.0
QC66,QC,66.0,9.0,277801206.1,2975849.455,910102.7817,18428.94873,104703.0341,71610.50183,1876546.478,16121417.14,60465519.51,201290.7854,2185080.451,70796152.12,19353788.26,7124584.976,1388821.767,21005.37048,89026.22905,2203256.634,416317.4482,737911.706,,,,831.0,QC66,9.0
QC67,QC,67.0,9.0,275860661.9,2912411.969,947519.3505,12993.17303,100843.0033,50205.65386,1835316.806,16249018.56,63003077.09,182052.8518,2223657.291,69900212.21,19064546.46,7132460.482,1420475.088,21323.52835,94674.67043,2045566.912,414754.87,739465.6034,,,,852.0,QC67,9.0
QC68,QC,68.0,9.0,301178027.9,3289935.577,1050451.523,17793.24593,114128.1444,75569.29392,1969225.152,14937619.15,72960723.34,243238.083,2242892.87,67278172.8,21351820.65,7236535.364,1229918.412,21528.40554,91291.31292,1988704.933,415917.6107,741414.1609,,,,853.0,QC68,9.0
QC69,QC,69.0,9.0,226309206.1,2485300.327,956676.9181,12987.43707,108432.9824,63631.25813,1512833.739,12745137.03,56947324.52,170190.2586,2082650.278,58410200.07,16957132.73,6054589.104,1145938.59,20790.7426,73024.03585,1874504.761,414012.8624,735448.685,,,,874.0,QC69,9.0
QC70,QC,70.0,9.0,214454556.0,2366412.286,899757.0675,10911.83097,82519.90608,60119.90742,1661584.25,13876394.41,59364348.82,174174.2231,2088411.726,59450775.35,16698283.71,5618821.568,1278448.426,20357.55281,86876.96956,1964142.189,415525.7245,735666.9567,,,,875.0,QC70,9.0
QC71,QC,71.0,9.0,207760108.1,2005942.882,883908.0896,18447.06611,93408.87722,77409.99856,1581093.314,12883782.82,53462392.64,160917.3069,1881781.073,51341997.18,14327712.04,5414728.183,1106998.219,22232.3284,87909.75004,1860741.679,413821.3657,737553.2503,,,,896.0,QC71,9.0
QC72,QC,72.0,9.0,190235596.6,2012072.819,758390.0903,11995.49597,85046.76287,57130.61585,1041871.612,12233762.67,47776785.25,131559.4529,1654710.132,52433113.22,14131938.99,4612654.441,1073761.422,22344.80166,70074.93586,1935648.689,413905.9899,732890.8814,,,,897.0,QC72,9.0
QC73,QC,73.0,10.0,296811279.4,3766798.373,1061076.368,12390.21553,144885.1229,79972.46753,2033459.015,18826798.75,70661352.86,214098.1407,2393873.842,87699388.22,22048949.87,7848820.574,1517245.93,25302.92466,131315.7004,1997437.796,402767.6024,710635.1311,,,,933.0,QC73,10.0
QC74,QC,74.0,10.0,303316314.5,3779712.116,1120550.629,13766.14282,119274.1633,85951.43712,2099488.64,15581839.67,71042320.51,220129.2579,2149318.791,79437824.45,23078281.01,7351498.963,1357884.302,21537.28446,119717.348,1810828.381,404359.8473,710077.6089,,,,934.0,QC74,10.0
QC75,QC,75.0,10.0,279382142.8,3664634.26,957135.0143,15174.91745,115767.1526,71873.50266,2061013.827,15670007.63,77710477.67,204792.6686,2069470.523,69378230.37,21752288.55,6916793.478,1158115.591,4159.991855,117073.4534,1907195.645,392016.6295,689994.575,,,,955.0,QC75,10.0
QC76,QC,76.0,10.0,282333970.5,3717828.235,1023394.69,13253.7114,114318.0318,79599.09385,1984461.061,14582968.11,71070506.82,164627.9086,1950803.254,67538778.46,21946219.12,6902026.963,1097460.591,3741.778977,129228.5785,1690056.012,398203.1935,699403.1803,,,,956.0,QC76,10.0
QC77,QC,77.0,10.0,330451600.6,4430217.315,887539.14,6680.846109,135878.6648,60236.01718,2301986.804,17505053.45,77757237.28,178914.6105,2024366.764,89687111.76,24888297.49,7759838.09,1280953.484,5021.05016,19515.35093,2223110.864,,,,,,977.0,QC77,10.0
QC78,QC,78.0,10.0,293817700.6,3591117.229,725233.5332,7548.396294,96069.6914,52970.85691,1968889.16,17729716.59,70699533.85,196452.1571,1848917.275,82740417.25,22442588.34,6996204.724,1320842.383,3781.573003,18296.98226,2311825.798,375461.3992,652607.3241,,,,978.0,QC78,10.0
QC79,QC,79.0,10.0,322796487.3,4275959.57,35139.82901,2653.502986,139946.6851,43881.80187,2629592.984,22600129.26,89666873.61,166940.5876,1506163.115,105534793.3,26731653.65,7765093.988,1353649.476,5558.564574,19670.2323,1690122.816,349002.3182,621940.6642,,,,999.0,QC79,10.0
QC80,QC,80.0,10.0,167078139.6,1986270.583,39962.21329,2912.423973,80722.50371,35610.44066,2001585.085,19160542.0,78944058.84,148022.4632,1168805.064,50284832.84,14608517.48,76259.86692,1065734.981,5986.808305,15433.9618,,351657.6767,606633.7674,,,,1000.0,QC80,10.0
QC81,QC,81.0,11.0,271519337.4,3273780.435,866180.2349,20635.84124,125047.5871,89262.60465,1918848.845,19212332.67,56428362.77,137226.2174,2065351.522,91908827.62,21013567.13,8135262.101,1871496.924,15220.30567,57159.88225,1656055.57,411358.5246,732559.8804,,,,1034.0,QC81,11.0
QC82,QC,82.0,11.0,352922384.7,3837286.671,1122583.941,23783.59991,165652.4372,111433.1524,2239666.519,18993694.69,73201246.24,107750.9557,2354757.782,95600876.17,22985919.25,9394292.716,1952620.75,14782.85965,59542.43825,1832210.28,411803.61,738512.581,,,,1035.0,QC82,11.0
QC83,QC,83.0,11.0,268544874.4,2906374.352,742228.1919,12618.64631,112109.3104,97341.17001,1658101.071,15225337.91,57574463.19,85620.90285,1693513.624,84452954.65,17999662.32,7121657.903,1570655.292,12649.60442,46094.41692,1492979.524,406092.6871,726884.8302,,,,1056.0,QC83,11.0
QC84,QC,84.0,11.0,282256309.0,3678596.637,728637.1891,16636.8742,120895.3265,90895.9052,1801816.77,15907988.39,59476155.68,88774.81916,1908122.945,75931743.75,18836844.16,6934234.23,1536904.409,15169.04065,52199.12993,1541872.855,407116.6283,725422.0978,,,,1057.0,QC84,11.0
QC85,QC,85.0,11.0,300960910.5,3102573.845,901729.5265,21894.34671,105383.7811,93510.80638,1745911.009,12686983.74,57504707.47,95436.83138,1862005.822,78668227.1,18236742.35,7225093.978,1431069.973,11813.0267,50943.97997,1478977.424,455067.2456,807475.3464,,,,1078.0,QC85,11.0
QC86,QC,86.0,11.0,278539440.9,2960042.041,873202.9318,20208.54845,101749.9347,87047.75048,1898642.838,14254539.41,57473628.48,102234.4865,1844763.037,75591886.76,20058146.58,7852906.029,1292480.65,11550.6871,50261.47018,1492408.421,455819.5176,806949.3079,,,,1079.0,QC86,11.0
QC87,QC,87.0,11.0,217807032.8,2810893.437,589170.1318,11258.95008,82140.41176,76519.70685,1304780.704,9178605.989,40503379.46,52819.44214,1337093.696,39382009.35,10526263.56,4679893.093,958959.5239,12957.70049,47920.78796,1296093.621,456920.5005,815079.7182,,,,1100.0,QC87,11.0
QC88,QC,88.0,12.0,398355295.9,4906643.687,596824.7567,16782.05489,94440.63587,126763.0325,1583442.218,12524823.49,48683683.39,75109.83032,1773825.343,115803795.0,25998043.93,7288820.13,1469489.971,15098.10024,90095.41238,1149476.508,457596.1663,817001.2026,,,,1101.0,QC88,11.0
QC89,QC,89.0,12.0,340595161.7,3747250.236,682823.2,22641.01939,125914.5439,79066.38673,2032320.425,17874799.74,62557210.25,110033.273,2114779.525,97446768.12,20220285.04,8471680.576,1891423.181,14717.56891,35601.34778,1586777.414,457914.1729,816175.7171,,,,1135.0,QC89,12.0
QC90,QC,90.0,12.0,321253716.4,3456290.758,781299.285,24888.34887,162219.9907,99299.95541,2203001.313,18750893.45,68544277.88,106615.5542,2164317.71,84917495.91,20971672.78,8933564.18,1704602.337,11552.36113,70127.53265,1418393.915,458302.0479,818632.0815,,,,1136.0,QC90,12.0
QC91,QC,91.0,12.0,319526808.3,3597765.099,977552.5623,24690.56213,157705.0363,81561.41603,2210915.789,17794416.62,56878120.47,119655.9925,1931183.319,95588264.05,22782099.47,8147533.359,1714105.406,14281.32334,65456.03713,1627350.165,456968.6832,812523.2364,,,,1157.0,QC91,12.0
QC92,QC,92.0,12.0,360736640.1,4127374.387,1107987.826,19992.48727,157223.0642,100964.2488,2491591.92,19559376.34,72558268.32,102343.2616,2373654.463,97836846.99,23819301.13,8427209.958,1877981.547,12092.75078,68446.49868,1837693.374,457359.6453,813487.5411,,,,1158.0,QC92,12.0
QC93,QC,93.0,12.0,286597777.0,3172140.462,710536.102,22579.60673,147975.5791,69153.37315,1996089.318,15792482.6,59017067.34,77645.72924,1866924.485,76866934.12,19322052.14,7102128.47,1543167.082,13452.25499,57583.08261,1497819.977,483460.2839,853017.3469,,,,1179.0,QC93,12.0
QC94,QC,94.0,12.0,292013873.7,3413996.42,914685.431,22459.36002,156033.7764,79720.76492,1625455.167,14410992.85,55288039.28,73174.64341,1641544.541,74497813.63,20271518.05,6048180.343,1201691.265,14867.18517,59695.94679,1553150.486,482364.0356,855208.5799,,,,1180.0,QC94,12.0
QC95,QC,95.0,12.0,327702301.7,3574855.893,819735.4213,22518.84303,126116.976,72917.21269,2090927.651,16341394.61,59286624.33,112256.4776,2123119.773,83365283.68,20325695.29,7066026.178,1658212.79,12031.75511,57281.71288,1546364.122,469223.8087,826540.0625,,,,1201.0,QC95,12.0
QC96,QC,96.0,12.0,341009900.1,3594037.439,878840.8022,25107.11837,122393.0538,82766.77516,2105761.532,17109820.61,64630998.03,129246.4776,2129502.713,82983488.22,20774965.59,7966087.773,1602335.706,16320.87103,47404.84297,1667052.647,470480.5758,830111.3752,,,,1202.0,QC96,12.0
QC97,QC,97.0,13.0,312530959.9,2941087.635,1121870.4,18663.87146,80500.40562,77636.94289,1967490.325,17158578.31,53891000.77,141708.0257,2550241.202,112318739.0,28694043.68,8548598.978,1762747.542,19520.08331,66768.60883,1375468.479,474013.7892,836932.8723,,,,1236.0,QC97,13.0
QC98,QC,98.0,13.0,330349683.0,2963727.959,1026521.385,13290.0019,63446.04815,72866.84373,1909216.15,16087170.78,57397401.16,135214.0666,2680190.14,96060726.39,28732704.23,9085513.89,1903322.55,17983.27264,69092.94023,1267920.615,475377.4673,841092.2398,,,,1237.0,QC98,13.0
QC99,QC,99.0,13.0,339847083.1,3348652.133,1066520.039,14044.11605,78928.41141,73147.9428,2005200.189,17152706.11,55105265.58,142790.931,2300640.077,106324011.5,29489404.52,8309622.547,1941559.772,19821.12375,66590.94372,1283223.454,477619.8462,848064.431,,,,1258.0,QC99,13.0
QC100,QC,100.0,13.0,337299636.2,2990931.776,1034479.429,18333.53572,72379.95472,80485.43634,1829138.976,15911364.3,50373959.57,158398.5045,2496167.737,109198707.4,27724275.78,8487128.246,1922725.456,20039.58331,65175.82997,1341247.249,479306.1928,846237.6051,,,,1259.0,QC100,13.0
QC101,QC,101.0,13.0,300594233.9,2851936.778,950511.423,19670.48043,55110.23855,67428.93129,1702945.042,15494640.4,49681434.67,126630.6242,2069074.317,94210903.74,24621829.94,7755362.246,1674535.06,18114.32406,60697.2634,1311107.717,475019.8363,843808.6782,,,,1280.0,QC101,13.0
QC102,QC,102.0,13.0,307933809.3,2803370.878,1075685.443,20717.08058,74825.78913,71721.7266,1829539.904,15425507.03,52419842.27,133197.5851,2256027.414,98785568.75,25879907.57,8023037.196,1701974.88,22724.21453,84400.13298,1335485.523,476207.308,841500.8107,,,,1281.0,QC102,13.0
QC103,QC,103.0,13.0,252352738.1,2314837.76,1003850.458,22084.5552,51824.97475,65185.52178,1503713.673,15072346.3,46831916.46,120922.782,2057650.725,86577136.75,24591799.17,7106660.019,1626565.817,17327.44291,63412.95533,1372084.157,479771.6171,849522.5321,,,,1302.0,QC103,13.0
QC104,QC,104.0,13.0,270109313.7,2770257.353,1064556.334,19205.79443,71336.89213,81382.91176,1625565.809,14035382.47,51987783.63,98724.28847,2275315.78,86733536.12,26062863.99,7434417.298,1555979.092,19957.71267,60977.23046,1352977.554,479249.5208,841605.7229,,,,1303.0,QC104,13.0
QC105,QC,105.0,14.0,314755869.5,3635085.641,1186542.649,15163.15925,83392.40367,86396.61121,2110431.137,20033916.52,63645899.95,153883.5832,2766407.925,122821833.7,31625723.87,8936285.343,1888973.066,19229.22059,72359.9651,1383433.183,459792.5814,819188.4835,,,,1337.0,QC105,14.0
QC106,QC,106.0,14.0,372325699.9,4237845.649,1398298.819,21136.21152,103019.1924,99720.05933,2510546.906,20358978.01,73438324.88,130456.4073,2709346.181,126737470.9,36052382.7,9541838.173,2137572.597,21765.91695,78356.29184,1499108.708,459915.6015,820158.8546,,,,1338.0,QC106,14.0
QC107,QC,107.0,14.0,349158931.5,4238394.082,1217380.608,15940.97437,105310.4335,95373.71415,2481715.21,21631457.24,73652121.92,164839.4265,3054314.231,135134198.1,36997319.1,9279056.706,2164870.641,20926.53161,75124.7171,1406575.079,452911.5717,807352.3145,,,,1359.0,QC107,14.0
QC108,QC,108.0,14.0,346698765.6,3869095.132,1203493.905,35491.94285,82302.14496,87589.08916,2469087.966,20888397.0,69202135.0,135213.9092,2749880.141,131351888.4,34838529.91,9711232.137,2251377.295,20533.86323,73638.00342,1457891.605,455237.597,807726.8391,,,,1360.0,QC108,14.0
QC109,QC,109.0,14.0,322944595.4,3786211.861,1195069.728,25523.59425,90505.49229,84034.82331,2231048.539,19715630.96,67624566.2,139261.5269,2590952.779,118751065.9,31834357.27,8934280.49,2004359.863,22155.23888,76664.02914,1335223.581,454955.5917,808891.3666,,,,1382.0,QC109,14.0
QC110,QC,110.0,14.0,348589163.9,3658126.796,1204954.292,18737.65124,82074.79984,87125.52319,2365873.739,20040037.44,69528588.84,126614.7439,2608955.887,127530982.5,33322981.42,9276820.663,2116952.651,20131.55033,75309.59383,1382526.855,455868.072,809916.5216,,,,1383.0,QC110,14.0
QC111,QC,111.0,14.0,326266380.9,3684990.586,1141488.648,17831.80449,101215.1284,91817.37455,2324464.357,18718825.48,63715174.0,130248.3456,2801033.994,120435421.3,31877911.67,8856789.052,1975121.83,21933.74496,75547.41111,1311779.716,458398.5672,816856.5431,,,,1404.0,QC111,14.0
QC112,QC,112.0,14.0,347604287.9,4152016.227,1191708.798,19161.45203,81867.53831,91327.9426,2265651.125,19075686.28,63169775.46,118009.3294,2639676.405,117218109.3,32610620.22,8615427.131,2152682.7,22335.10653,83381.69044,1403349.383,458374.7939,814803.3164,,,,1405.0,QC112,14.0
